eruptionID,primaryID,time,exact,ns,ie,E,A,q,webcam,durationSec
1031237,1031237,1521702660,1,0,0,0,0,0,1,
1031238,1031238,1521708660,1,0,0,0,0,0,1,
1031240,1031240,1521714600,1,0,0,0,0,0,1,
1031233,1031233,1521719940,1,0,0,0,0,0,1,
1031250,1031250,1521725340,1,0,0,0,0,0,1,
1031253,1031253,1521731220,1,0,0,0,0,0,1,
1031255,1031255,1521737220,1,0,0,0,0,0,1,
1031256,1031256,1521742080,1,0,0,0,0,0,1,
1031259,1031259,1521748140,1,0,0,0,0,0,1,
1031324,1031324,1521753360,1,0,0,0,0,0,1,
1031328,1031328,1521758520,1,0,0,0,0,0,1,
1031329,1031329,1521764580,1,0,0,0,0,0,1,
1031332,1031332,1521770460,1,0,0,0,0,0,1,
1031458,1031458,1521776160,1,0,0,0,0,0,1,
1031460,1031460,1521781920,1,0,0,0,0,0,1,
1031461,1031461,1521786660,1,0,0,0,0,0,1,
1031541,1031541,1521793080,1,0,0,0,0,0,1,
1031542,1031542,1521798900,1,0,0,0,0,0,1,
1031544,1031544,1521804240,1,0,0,0,0,0,1,
1031549,1031549,1521809820,1,0,0,0,0,0,1,
1031551,1031551,1521815580,1,0,0,0,0,0,1,
1031553,1031553,1521819300,1,0,0,0,0,0,1,
1031555,1031555,1521825360,1,0,0,0,0,0,1,
1031561,1031561,1521830820,1,0,0,0,0,0,1,
1031571,1031571,1521836460,1,0,0,0,0,0,1,
1031594,1031594,1521842100,1,0,0,0,0,0,1,
1031604,1031604,1521847200,1,0,0,0,0,0,1,
1031610,1031610,1521852720,1,0,0,0,0,0,1,
1031685,1031685,1521858300,1,0,0,0,0,0,1,
1031696,1031696,1521863880,1,0,0,0,0,0,1,
1031720,1031720,1521870060,1,0,0,0,0,0,1,
1031810,1031810,1521875520,1,0,0,0,0,0,1,
1031813,1031813,1521880680,1,0,0,0,0,0,1,
1031815,1031815,1521886800,1,0,0,0,0,0,1,
1031807,1031807,1521892380,1,0,0,0,0,0,1,
1031808,1031807,1521892440,1,0,0,0,0,0,1,
1031819,1031819,1521898200,1,0,0,0,0,0,1,
1031818,1031819,1521898260,0,0,1,0,0,0,1,
1031820,1031820,1521902760,1,0,0,0,0,0,1,
1031821,1031821,1521908760,0,0,1,0,0,0,1,
1031823,1031823,1521913980,0,0,1,0,0,0,1,
1031877,1031877,1521920280,1,0,0,0,0,0,1,
1031826,1031877,1521920400,0,0,1,0,0,0,1,
1031829,1031829,1521925980,1,0,0,0,0,0,1,
1031833,1031833,1521931080,1,0,0,0,0,0,1,
1031855,1031855,1521936900,1,0,0,0,0,0,1,
1031857,1031857,1521942360,0,0,1,0,0,0,1,
1031859,1031859,1521947820,1,0,0,0,0,0,1,
1031864,1031864,1521953340,1,0,0,0,0,0,1,
1031885,1031885,1521959040,1,0,0,0,0,0,1,
1031867,1031867,1521964260,1,0,0,0,0,0,1,
1031890,1031890,1521970200,1,0,0,0,0,0,1,
1031878,1031878,1521975360,1,0,0,0,0,0,1,
1031882,1031882,1521981300,1,0,0,0,0,0,1,
1031895,1031895,1521987000,1,0,0,0,0,0,1,
1031911,1031911,1521990600,1,0,0,0,0,0,1,
1031921,1031921,1521996780,1,0,0,0,0,0,1,
1031927,1031927,1522000020,1,0,0,0,0,0,1,
1031928,1031927,1522000020,1,0,0,0,0,0,1,
1031937,1031937,1522005720,1,0,0,0,0,0,1,
1031945,1031945,1522011480,1,0,0,0,0,0,1,
1031952,1031952,1522016700,1,0,0,0,0,0,1,
1031962,1031962,1522022460,1,0,0,0,0,0,1,
1031957,1031962,1522022640,0,0,1,0,0,0,1,
1031964,1031964,1522027980,1,0,0,0,0,0,1,
1031958,1031958,1522033620,1,0,0,0,0,0,1,
1031961,1031961,1522040160,1,0,0,0,0,0,1,
1031967,1031967,1522044060,1,0,0,0,0,0,1,
1031969,1031969,1522049580,1,0,0,0,0,0,1,
1031971,1031971,1522054740,1,0,0,0,0,0,1,
1031972,1031989,1522059900,0,0,1,0,0,0,1,
1031989,1031989,1522059900,1,0,0,0,0,0,1,
1031973,1031973,1522066140,1,0,0,0,0,0,1,
1031974,1031973,1522066140,1,0,0,0,0,0,1,
1031983,1031983,1522071180,1,0,0,0,0,0,1,
1031982,1031983,1522071360,0,0,1,0,0,0,1,
1031985,1031985,1522077000,1,0,0,0,0,0,1,
1031994,1031994,1522082520,1,0,0,0,0,0,1,
1032003,1032003,1522088280,1,0,0,0,0,0,1,
1032009,1032009,1522093620,0,0,1,0,0,0,1,
1032010,1032010,1522099200,1,0,0,0,0,0,1,
1032012,1032012,1522104480,1,0,0,0,0,0,1,
1032018,1032018,1522109880,1,0,0,0,0,0,1,
1032021,1032021,1522115520,1,0,0,0,0,0,1,
1032027,1032027,1522121520,1,0,0,0,0,0,1,
1032023,1032027,1522121640,0,0,1,0,0,0,1,
1032030,1032030,1522127040,1,0,0,0,0,0,1,
1032032,1032032,1522133160,1,0,0,0,0,0,1,
1032034,1032034,1522137900,1,0,0,0,0,0,1,
1032036,1032036,1522143480,1,0,0,0,0,0,1,
1032038,1032038,1522147500,1,0,0,0,0,0,1,
1032040,1032040,1522152960,1,0,0,0,0,0,1,
1032050,1032050,1522157040,1,0,0,0,0,0,1,
1032053,1032053,1522163220,1,0,0,0,0,0,1,
1032055,1032055,1522169100,1,0,0,0,0,0,1,
1032056,1032055,1522169160,1,0,0,0,0,0,1,
1032060,1032060,1522174560,1,0,0,0,0,0,1,
1032063,1032063,1522180320,1,0,0,0,0,0,1,
1032075,1032075,1522191240,1,0,0,0,0,0,1,
1032068,1032075,1522191360,0,0,1,0,0,0,1,
1032077,1032077,1522197480,1,0,0,0,0,0,1,
1032078,1032078,1522202880,1,0,0,0,0,0,1,
1032081,1032081,1522209180,1,0,0,0,0,0,1,
1032082,1032082,1522214220,1,0,0,0,0,0,1,
1032085,1032085,1522219620,1,0,0,0,0,0,1,
1032086,1032086,1522225380,1,0,0,0,0,0,1,
1032091,1032091,1522230900,1,0,0,0,0,0,1,
1032093,1032093,1522236540,1,0,0,0,0,0,1,
1032098,1032098,1522242120,1,0,0,0,0,0,1,
1032108,1032108,1522247700,1,0,0,0,0,0,1,
1032116,1032116,1522253280,1,0,0,0,0,0,1,
1032119,1032119,1522258740,1,0,0,0,0,0,1,
1032122,1032122,1522263960,1,0,0,0,0,0,1,
1032125,1032125,1522269660,1,0,0,0,0,0,1,
1032127,1032127,1522275900,1,0,0,0,0,0,1,
1032129,1032129,1522281540,1,0,0,0,0,0,1,
1032158,1032158,1522288320,1,0,0,0,0,0,1,
1032133,1032133,1522293480,1,0,0,0,0,0,1,
1032146,1032146,1522299840,1,0,0,0,0,0,1,
1032136,1032146,1522299960,1,0,0,0,0,0,1,
1032140,1032140,1522304880,1,0,0,0,0,0,1,
1032148,1032140,1522304880,1,0,0,0,0,0,1,
1032151,1032151,1522310280,1,0,0,0,0,0,1,
1032152,1032152,1522315860,1,0,0,0,0,0,1,
1032155,1032155,1522321560,1,0,0,0,0,0,1,
1032143,1032143,1522326960,1,0,0,0,0,0,1,
1032170,1032170,1522332960,1,0,0,0,0,0,1,
1032171,1032171,1522338180,1,0,0,0,0,0,1,
1032173,1032173,1522343640,1,0,0,0,0,0,1,
1032175,1032175,1522348800,1,0,0,0,0,0,1,
1032177,1032177,1522354860,0,1,0,0,0,0,1,
1032180,1032180,1522360080,1,0,0,0,0,0,1,
1032189,1032189,1522366020,1,0,0,0,0,0,1,
1032192,1032192,1522372020,1,0,0,0,0,0,1,
1032195,1032195,1522377000,1,0,0,0,0,0,1,
1032197,1032197,1522382580,1,0,0,0,0,0,1,
1032199,1032199,1522388280,1,0,0,0,0,0,1,
1032202,1032202,1522394040,1,0,0,0,0,0,1,
1032216,1032216,1522399140,1,0,0,0,0,0,1,
1032218,1032218,1522404240,1,0,0,0,0,0,1,
1032208,1032218,1522404360,0,0,1,0,0,0,1,
1032207,1032207,1522410300,1,0,0,0,0,0,1,
1032215,1032215,1522414080,1,0,0,0,0,0,1,
1032223,1032223,1522420080,1,0,0,0,0,0,1,
1032227,1032227,1522425300,1,0,0,0,0,0,1,
1032232,1032232,1522430820,1,0,0,0,0,0,1,
1032236,1032236,1522436460,1,0,0,0,0,0,1,
1032251,1032251,1522442160,1,0,0,0,0,0,1,
1032253,1032253,1522448460,1,0,0,0,0,0,1,
1032255,1032255,1522453980,1,0,0,0,0,0,1,
1032259,1032259,1522459620,1,0,0,0,0,0,1,
1032261,1032261,1522465260,1,0,0,0,0,0,1,
1032265,1032265,1522470480,1,0,0,0,0,0,1,
1032269,1032269,1522476840,1,0,0,0,0,0,1,
1032270,1032270,1522482240,1,0,0,0,0,0,1,
1032272,1032272,1522487820,1,0,0,0,0,0,1,
1032273,1032273,1522493400,1,0,0,0,0,0,1,
1032277,1032277,1522498920,1,0,0,0,0,0,1,
1032284,1032284,1522505340,1,0,0,0,0,0,1,
1032285,1032284,1522505340,1,0,0,0,0,0,1,
1032290,1032290,1522510560,1,0,0,0,0,0,1,
1032293,1032293,1522516740,1,0,0,0,0,0,1,
1032296,1032296,1522522500,1,0,0,0,0,0,1,
1032298,1032296,1522522680,0,0,1,0,0,0,1,
1032305,1032305,1522528380,1,0,0,0,0,0,1,
1032306,1032306,1522533780,1,0,0,0,0,0,1,
1032310,1032310,1522539840,1,0,0,0,0,0,1,
1032312,1032312,1522545240,1,0,0,0,0,0,1,
1032328,1032328,1522550700,1,0,0,0,0,0,1,
1032329,1032329,1522556220,1,0,0,0,0,0,1,
1032319,1032319,1522561440,1,0,0,0,0,0,1,
1032317,1032319,1522561500,0,1,0,0,0,0,1,
1032325,1032325,1522567680,1,0,0,0,0,0,1,
1032324,1032324,1522573080,1,0,0,0,0,0,1,
1032334,1032334,1522578660,1,0,0,0,0,0,1,
1032338,1032338,1522583760,1,0,0,0,0,0,1,
1032343,1032343,1522589700,1,0,0,0,0,0,1,
1032351,1032351,1522594740,1,0,0,0,0,0,1,
1032353,1032353,1522599120,1,0,0,0,0,0,1,
1032357,1032357,1522605300,1,0,0,0,0,0,1,
1032364,1032364,1522610940,1,0,0,0,0,0,1,
1032368,1032368,1522617060,1,0,0,0,0,0,1,
1032378,1032378,1522622100,1,0,0,0,0,0,1,
1032380,1032380,1522627680,1,0,0,0,0,0,0,
1032386,1032386,1522632900,1,0,0,0,0,0,1,
1032387,1032386,1522632900,1,0,0,0,0,0,1,
1032390,1032390,1522638600,1,0,0,0,0,0,1,
1032391,1032391,1522644300,1,0,0,0,0,0,1,
1032389,1032389,1522649760,1,0,0,0,0,0,1,
1032401,1032401,1522654320,1,0,0,0,0,0,1,
1032406,1032406,1522660320,1,0,0,0,0,0,1,
1032402,1032406,1522660440,0,0,1,0,0,0,1,
1032410,1032410,1522666440,1,0,0,0,0,0,1,
1032413,1032413,1522672860,1,0,0,0,0,0,1,
1032421,1032421,1522678740,1,0,0,0,0,0,1,
1032423,1032423,1522684980,1,0,0,0,0,0,1,
1032432,1032432,1522690260,0,0,1,0,0,0,1,
1032433,1032433,1522696080,1,0,0,0,0,0,1,
1032428,1032433,1522696140,0,0,1,0,0,0,1,
1032429,1032429,1522702020,1,0,0,0,0,0,1,
1032434,1032434,1522707960,1,0,0,0,0,0,1,
1032430,1032434,1522708200,0,0,1,0,0,1,1,
1032431,1032431,1522713600,1,0,0,0,0,0,1,
1032435,1032435,1522719420,1,0,0,0,0,0,1,
1032438,1032438,1522724820,1,0,0,0,0,0,1,
1032439,1032439,1522730220,1,0,0,0,0,0,1,
1032441,1032441,1522735740,1,0,0,0,0,0,1,
1032446,1032446,1522741560,1,0,0,0,0,0,1,
1032450,1032450,1522747320,1,0,0,0,0,0,1,
1032453,1032453,1522753020,1,0,0,0,0,0,1,
1032454,1032454,1522759140,1,0,0,0,0,0,1,
1032464,1032464,1522764600,1,0,0,0,0,0,1,
1032467,1032467,1522770240,1,0,0,0,0,0,1,
1032468,1032468,1522775880,1,0,0,0,0,0,1,
1032470,1032470,1522781700,1,0,0,0,0,0,1,
1032475,1032475,1522787460,1,0,0,0,0,0,1,
1032480,1032480,1522793280,1,0,0,0,0,0,1,
1032481,1032480,1522793280,1,0,0,0,0,0,1,
1032483,1032483,1522798740,1,0,0,0,0,0,1,
1032484,1032484,1522804320,1,0,0,0,0,0,1,
1032486,1032486,1522809660,1,0,0,0,0,0,1,
1032489,1032489,1522814760,1,0,0,0,0,0,1,
1032493,1032493,1522820820,1,0,0,0,0,0,1,
1032494,1032494,1522826520,1,0,0,0,0,0,1,
1032496,1032496,1522832220,1,0,0,0,0,0,1,
1032500,1032500,1522837860,1,0,0,0,0,0,1,
1032505,1032505,1522844520,1,0,0,0,0,0,1,
1032510,1032510,1522849440,1,0,0,0,0,0,1,
1032511,1032510,1522849440,1,0,0,0,0,0,1,
1032513,1032513,1522855380,1,0,0,0,0,0,1,
1032517,1032517,1522860540,1,0,0,0,0,0,1,
1032518,1032518,1522865520,1,0,0,0,0,0,1,
1032522,1032522,1522872180,1,0,0,0,0,0,1,
1032525,1032525,1522877640,1,0,0,0,0,0,1,
1032532,1032532,1522882680,1,0,0,0,0,0,1,
1032537,1032537,1522887420,1,0,0,0,0,0,1,
1032541,1032541,1522893000,1,0,0,0,0,0,1,
1032544,1032544,1522898520,1,0,0,0,0,0,1,
1032546,1032546,1522904100,1,0,0,0,0,0,1,
1032547,1032547,1522909380,1,0,0,0,0,0,1,
1032549,1032549,1522915800,1,0,0,0,0,0,1,
1032551,1032551,1522920480,1,0,0,0,0,0,1,
1032555,1032555,1522925940,1,0,0,0,0,0,1,
1032558,1032558,1522932120,1,0,0,0,0,0,1,
1032562,1032562,1522937580,1,0,0,0,0,0,1,
1032563,1032563,1522943400,1,0,0,0,0,0,1,
1032565,1032565,1522948740,1,0,0,0,0,0,1,
1032567,1032567,1522958040,1,0,0,0,0,0,1,
1032570,1032570,1522964100,1,0,0,0,0,0,1,
1032576,1032576,1522970160,1,0,0,0,0,0,1,
1032581,1032581,1522975980,1,0,0,0,0,0,1,
1032582,1032582,1522981020,1,0,0,0,0,0,1,
1032585,1032585,1522987260,1,0,0,0,0,0,1,
1032586,1032586,1522992660,1,0,0,0,0,0,1,
1032587,1032587,1522998660,1,0,0,0,0,0,1,
1032589,1032589,1523004060,1,0,0,0,0,0,1,
1032597,1032597,1523010120,1,0,0,0,0,0,1,
1032590,1032590,1523015880,1,0,0,0,0,0,1,
1032592,1032592,1523019840,1,0,0,0,0,0,1,
1032615,1032615,1523026320,1,0,0,0,0,0,1,
1032620,1032620,1523031480,1,0,0,0,0,0,1,
1032622,1032622,1523037000,1,0,0,0,0,0,1,
1032626,1032626,1523042820,1,0,0,0,0,0,1,
1032631,1032631,1523048580,1,0,0,0,0,0,1,
1032633,1032633,1523054340,1,0,0,0,0,0,1,
1032635,1032635,1523059920,1,0,0,0,0,0,1,
1032638,1032638,1523065620,1,0,0,0,0,0,1,
1032642,1032642,1523071140,1,0,0,0,0,0,1,
1032644,1032644,1523076660,1,0,0,0,0,0,1,
1032645,1032645,1523082540,1,0,0,0,0,0,1,
1032647,1032647,1523088060,1,0,0,0,0,0,1,
1032648,1032648,1523093460,1,0,0,0,0,0,1,
1032651,1032651,1523098560,1,0,0,0,0,0,1,
1032652,1032652,1523104740,1,0,0,0,0,0,1,
1032662,1032662,1523110680,1,0,0,0,0,0,1,
1032666,1032666,1523116860,1,0,0,0,0,0,1,
1032667,1032667,1523122800,1,0,0,0,0,0,1,
1032673,1032673,1523128680,1,0,0,0,0,0,1,
1032685,1032685,1523134140,1,0,0,0,0,0,1,
1032697,1032697,1523139660,1,0,0,0,0,0,1,
1032709,1032709,1523145780,1,0,0,0,0,0,1,
1032718,1032718,1523151060,1,0,0,0,0,0,1,
1032722,1032722,1523157420,1,0,0,0,0,0,1,
1032732,1032732,1523190960,1,0,0,0,0,0,1,
1032736,1032736,1523196060,1,0,0,0,0,0,1,
1032739,1032739,1523202120,1,0,0,0,0,0,1,
1032741,1032741,1523207520,1,0,0,0,0,0,1,
1032742,1032742,1523213340,1,0,0,0,0,0,1,
1032744,1032744,1523219280,1,0,0,0,0,0,1,
1032747,1032747,1523224920,1,0,0,0,0,0,1,
1032752,1032752,1523230500,1,0,0,0,0,0,1,
1032755,1032755,1523235000,1,0,0,0,0,0,1,
1032757,1032757,1523241420,1,0,0,0,0,0,1,
1032758,1032758,1523247060,1,0,0,0,0,0,1,
1032763,1032763,1523252700,1,0,0,0,0,0,1,
1032778,1032778,1523257920,1,0,0,0,0,0,1,
1032780,1032780,1523263560,1,0,0,0,0,0,1,
1032785,1032785,1523269440,1,0,0,0,0,0,1,
1032787,1032787,1523274840,1,0,0,0,0,0,1,
1032773,1032787,1523275020,0,0,1,0,0,0,1,
1032775,1032775,1523280600,1,0,0,0,0,0,1,
1032792,1032792,1523286060,1,0,0,0,0,0,1,
1032793,1032793,1523291280,1,0,0,0,0,0,1,
1032796,1032796,1523297160,1,0,0,0,0,0,1,
1032801,1032801,1523302320,1,0,0,0,0,0,1,
1032806,1032806,1523313420,1,0,0,0,0,0,1,
1032808,1032808,1523319000,1,0,0,0,0,0,1,
1032812,1032812,1523324760,1,0,0,0,0,0,1,
1032816,1032816,1523330820,1,0,0,0,0,0,1,
1032817,1032817,1523336220,1,0,0,0,0,0,1,
1032819,1032819,1523341440,1,0,0,0,0,0,0,
1032827,1032827,1523346300,1,0,0,0,0,0,1,
1032831,1032831,1523351940,1,0,0,0,0,0,1,
1032833,1032833,1523357520,1,0,0,0,0,0,1,
1032835,1032835,1523363400,1,0,0,0,0,0,1,
1032838,1032838,1523368500,1,0,0,0,0,0,1,
1032840,1032840,1523374080,1,0,0,0,0,0,1,
1032843,1032843,1523380920,1,0,0,0,0,0,1,
1032845,1032845,1523385960,1,0,0,0,0,0,1,
1032849,1032849,1523391660,1,0,0,0,0,0,1,
1032852,1032852,1523397780,1,0,0,0,0,0,1,
1032853,1032852,1523397780,1,0,0,0,0,0,1,
1032861,1032861,1523402880,1,0,0,0,0,0,1,
1032857,1032861,1523403000,0,0,1,0,0,0,1,
1032859,1032859,1523409060,1,0,0,0,0,0,1,
1032862,1032862,1523414400,1,0,0,0,0,0,1,
1032863,1032863,1523420160,1,0,0,0,0,0,1,
1032865,1032865,1523425260,1,0,0,0,0,0,1,
1032869,1032869,1523431200,1,0,0,0,0,0,1,
1032870,1032870,1523437140,1,0,0,0,0,0,1,
1032872,1032872,1523442300,1,0,0,0,0,0,1,
1032871,1032872,1523442360,1,0,0,0,0,0,1,
1032874,1032874,1523448060,1,0,0,0,0,0,1,
1032884,1032884,1523453640,1,0,0,0,0,0,1,
1032887,1032887,1523459520,1,0,0,0,0,0,1,
1032893,1032893,1523465700,1,0,0,0,0,0,1,
1032897,1032897,1523470740,1,0,0,0,0,0,1,
1032900,1032900,1523476620,1,0,0,0,0,0,1,
1032903,1032903,1523482200,1,0,0,0,0,0,1,
1032908,1032908,1523487900,1,0,0,0,0,0,1,
1032914,1032914,1523493120,0,0,1,0,0,0,1,
1032920,1032920,1523498760,1,0,0,0,0,0,1,
1032922,1032922,1523504040,1,0,0,0,0,0,1,
1032923,1032923,1523510340,1,0,0,0,0,0,1,
1032926,1032926,1523515500,1,0,0,0,0,0,1,
1032927,1032927,1523521440,1,0,0,0,0,0,1,
1032929,1032929,1523527380,1,0,0,0,0,0,1,
1032939,1032939,1523532900,1,0,0,0,0,0,1,
1032942,1032942,1523537940,1,0,0,0,0,0,1,
1032943,1032943,1523544120,1,0,0,0,0,0,1,
1032947,1032947,1523549760,1,0,0,0,0,0,1,
1032946,1032947,1523549820,1,0,0,0,0,0,1,
1032948,1032948,1523555700,1,0,0,0,0,0,1,
1032950,1032950,1523561160,1,0,0,0,0,0,1,
1032951,1032951,1523566920,1,0,0,0,0,0,1,
1032956,1032956,1523572260,1,0,0,0,0,0,1,
1032957,1032957,1523578080,1,0,0,0,0,0,1,
1032962,1032962,1523584200,1,0,0,0,0,0,1,
1032961,1032961,1523589840,1,0,0,0,0,0,1,
1032963,1032963,1523595480,1,0,0,0,0,0,1,
1032968,1032968,1523601540,1,0,0,0,0,0,1,
1032970,1032970,1523607360,1,0,0,0,0,0,1,
1032974,1032974,1523613300,1,0,0,0,0,0,1,
1032972,1032972,1523618760,1,0,0,0,0,0,1,
1032987,1032987,1523623860,1,0,0,0,0,0,1,
1032988,1032988,1523629680,1,0,0,0,0,0,1,
1032991,1032991,1523635260,1,0,0,0,0,0,1,
1032992,1032992,1523640960,1,0,0,0,0,0,1,
1032994,1032994,1523646240,1,0,0,0,0,0,1,
1032997,1032997,1523651940,1,0,0,0,0,0,1,
1032999,1032999,1523657160,1,0,0,0,0,0,1,
1033000,1033000,1523662680,1,0,0,0,0,0,1,
1033004,1033004,1523668200,1,0,0,0,0,0,1,
1033009,1033009,1523674140,1,0,0,0,0,0,1,
1033007,1033009,1523674200,0,0,1,0,0,0,1,
1033011,1033011,1523678580,1,0,0,0,0,0,1,
1033013,1033013,1523684280,1,0,0,0,0,0,1,
1033016,1033016,1523690040,1,0,0,0,0,0,1,
1033019,1033019,1523694840,1,0,0,0,0,0,1,
1033021,1033021,1523700540,1,0,0,0,0,0,1,
1033022,1033022,1523705880,1,0,0,0,0,0,1,
1033031,1033031,1523711820,1,0,0,0,0,0,1,
1033034,1033034,1523717400,1,0,0,0,0,0,1,
1033036,1033036,1523722800,1,0,0,0,0,0,1,
1033039,1033039,1523728260,1,0,0,0,0,0,1,
1033046,1033046,1523733780,1,0,0,0,0,0,1,
1033052,1033052,1523739180,0,0,1,0,0,0,1,
1033051,1033052,1523739240,0,0,1,0,0,0,1,
1033056,1033056,1523744460,1,0,0,0,0,0,1,
1033057,1033057,1523748420,1,0,0,0,0,0,1,
1033060,1033060,1523754360,1,0,0,0,0,0,1,
1033084,1033084,1523760180,1,0,0,0,0,0,1,
1033072,1033072,1523765400,1,0,0,0,0,0,1,
1033061,1033072,1523765520,0,0,1,0,0,0,1,
1033074,1033074,1523770620,1,0,0,0,0,0,1,
1033063,1033063,1523777100,1,0,0,0,0,0,1,
1033076,1033076,1523781780,1,0,0,0,0,0,1,
1033079,1033079,1523787960,1,0,0,0,0,0,1,
1033068,1033068,1523793180,1,0,0,0,0,0,1,
1033073,1033073,1523798640,1,0,0,0,0,0,1,
1033096,1033096,1523804100,1,0,0,0,0,0,1,
1033089,1033096,1523804220,0,0,1,0,0,0,1,
1033095,1033095,1523809620,1,0,0,0,0,0,1,
1033098,1033098,1523815320,1,0,0,0,0,0,1,
1033100,1033100,1523820600,1,0,0,0,0,0,1,
1033101,1033101,1523826720,1,0,0,0,0,0,1,
1033109,1033109,1523831880,1,0,0,0,0,0,1,
1033114,1033114,1523838360,1,0,0,0,0,0,1,
1033117,1033117,1523843640,1,0,0,0,0,0,1,
1033119,1033119,1523849340,1,0,0,0,0,0,1,
1033121,1033121,1523854980,1,0,0,0,0,0,1,
1033122,1033122,1523860500,1,0,0,0,0,0,1,
1033124,1033124,1523866020,1,0,0,0,0,0,1,
1033127,1033127,1523871420,1,0,0,0,0,0,1,
1033129,1033129,1523876940,1,0,0,0,0,0,1,
1033139,1033139,1523882820,1,0,0,0,0,0,1,
1033144,1033144,1523888340,1,0,0,0,0,0,1,
1033149,1033149,1523894100,1,0,0,0,0,0,1,
1033152,1033152,1523899860,1,0,0,0,0,0,1,
1033156,1033156,1523905080,1,0,0,0,0,0,1,
1033160,1033160,1523911020,1,0,0,0,0,0,1,
1033163,1033163,1523916060,1,0,0,0,0,0,1,
1033166,1033163,1523916120,1,0,0,0,0,0,1,
1033173,1033173,1523921940,1,0,0,0,0,0,1,
1033177,1033177,1523927520,1,0,0,0,0,0,1,
1033199,1033199,1523933220,1,0,0,0,0,0,1,
1033200,1033200,1523939040,1,0,0,0,0,0,1,
1033192,1033192,1523944920,1,0,0,0,0,0,1,
1033180,1033192,1523944980,0,0,1,0,0,0,1,
1033191,1033191,1523950860,1,0,0,0,0,0,1,
1033181,1033181,1523956260,1,0,0,0,0,0,1,
1033182,1033182,1523961960,1,0,0,0,0,0,1,
1033197,1033197,1523967360,1,0,0,0,0,0,1,
1033204,1033204,1523973240,1,0,0,0,0,0,1,
1033206,1033206,1523978580,1,0,0,0,0,0,1,
1033207,1033207,1523984040,1,0,0,0,0,0,1,
1033210,1033210,1523988900,1,0,0,0,0,0,1,
1033217,1033217,1523994660,1,0,0,0,0,0,1,
1033222,1033222,1523999940,1,0,0,0,0,0,1,
1033225,1033225,1524006000,1,0,0,0,0,0,1,
1033228,1033228,1524011520,0,0,1,0,0,0,1,
1033236,1033236,1524016800,1,0,0,0,0,0,1,
1033230,1033236,1524016860,1,0,0,0,0,0,1,
1033231,1033231,1524021960,1,0,0,0,0,0,1,
1033233,1033233,1524027180,1,0,0,0,0,0,1,
1033235,1033235,1524032820,1,0,0,0,0,0,1,
1033239,1033239,1524037860,1,0,0,0,0,0,1,
1033241,1033241,1524043860,1,0,0,0,0,0,1,
1033243,1033243,1524049020,1,0,0,0,0,0,1,
1033246,1033246,1524054900,1,0,0,0,0,0,1,
1033252,1033252,1524060420,1,0,0,0,0,0,1,
1033256,1033256,1524066300,1,0,0,0,0,0,1,
1033258,1033258,1524071520,1,0,0,0,0,0,1,
1033260,1033260,1524076620,0,0,1,0,0,0,1,
1033262,1033262,1524082500,1,0,0,0,0,0,1,
1033265,1033265,1524087840,1,0,0,0,0,0,1,
1033270,1033270,1524093240,1,0,0,0,0,0,1,
1033277,1033277,1524098760,1,0,0,0,0,0,1,
1033281,1033281,1524105480,1,0,0,0,0,0,1,
1033282,1033282,1524110820,1,0,0,0,0,0,1,
1033287,1033287,1524116280,1,0,0,0,0,0,1,
1033289,1033289,1524121860,1,0,0,0,0,0,1,
1033290,1033290,1524127380,1,0,0,0,0,0,1,
1033288,1033288,1524133080,1,0,0,0,0,0,1,
1033294,1033294,1524138240,1,0,0,0,0,0,1,
1033301,1033301,1524144240,1,0,0,0,0,0,1,
1033305,1033305,1524149580,1,0,0,0,0,0,1,
1033307,1033307,1524155940,1,0,0,0,0,0,1,
1033310,1033310,1524160980,1,0,0,0,0,0,1,
1033314,1033314,1524166920,1,0,0,0,0,0,1,
1033317,1033317,1524172020,1,0,0,0,0,0,1,
1033321,1033321,1524177900,1,0,0,0,0,0,1,
1033322,1033322,1524183300,1,0,0,0,0,0,1,
1033326,1033326,1524189060,1,0,0,0,0,0,1,
1033328,1033328,1524194400,1,0,0,0,0,0,1,
1033332,1033332,1524199560,1,0,0,0,0,0,1,
1033331,1033332,1524199620,1,0,0,0,0,0,1,
1033334,1033334,1524205620,1,0,0,0,0,0,1,
1033339,1033339,1524211140,1,0,0,0,0,0,1,
1033340,1033340,1524216780,1,0,0,0,0,0,1,
1033341,1033341,1524222240,1,0,0,0,0,0,1,
1033372,1033372,1524227640,1,0,0,0,0,0,1,
1033377,1033377,1524233340,1,0,0,0,0,0,1,
1033381,1033381,1524238620,1,0,0,0,0,0,1,
1033386,1033386,1524244980,1,0,0,0,0,0,1,
1033401,1033403,1524250680,1,0,0,0,0,0,1,
1033403,1033403,1524250680,1,0,0,0,0,0,0,
1033420,1033420,1524256380,1,0,0,0,0,0,1,
1033457,1033457,1524261720,1,0,0,0,0,0,1,
1033458,1033458,1524267480,1,0,0,0,0,0,1,
1033465,1033465,1524273180,1,0,0,0,0,0,1,
1033469,1033469,1524279060,1,0,0,0,0,0,1,
1033471,1033471,1524284400,1,0,0,0,0,0,1,
1033475,1033475,1524290580,1,0,0,0,0,0,1,
1033476,1033476,1524295980,1,0,0,0,0,0,1,
1033478,1033478,1524301380,1,0,0,0,0,0,1,
1033482,1033482,1524307620,0,0,1,0,0,0,1,
1033485,1033485,1524312780,1,0,0,0,0,0,0,
